南京,南京市,常州,杭州,金陵,上海,徐州,无锡,泰州,苏州,北京
海军,空军,陆军,海軍,军舰,舰艇,舰队,潜艇,舰船,陆战队,军官
海軍,海军,陸軍,空軍,軍艦,艦隊,海軍陸戰隊,軍官,艦艇,英國海軍,軍種
外交部,新闻司,外交,使馆,国防部,司法部,大使馆,外交官,中方,朱邦造,教育部
真是,真的,啊,呀,何等,果真,很,果然,未免,简直,非常
朱,徐,彭,刘,李,倪,董,袁,郝,汪,蔡
網,上網,購物,網絡,無線,線,網站,網上,網狀,費,網址
网,信息网,讯,网站,网上,新闻网,论坛,门户,人民网,在线,新华网
心想,暗想,心道,想想,哎呀,唉,要是,想到,果然,哎,呀
外国,国外,外国人,本国,外國,他国,别国,国内,外资,中外,俄罗斯
外國,國外,外國人,外国,外來,別國,國內,法國,內地,外国人,英國
財產,财产,資產,財物,財富,家產,錢財,遺產,公產,損失,資財
财产,财物,財產,家产,资产,财富,保险,继承权,遗产,所有权,钱财
皮,牛皮,面皮,皮子,羊皮,表皮,外皮,剥,皮革,蛻,蜕
全市,全区,全省,全县,我市,我省,本市,全国,市,全州,全校
刺,刺中,蝟,捅,刺伤,刀,刺痛,匕首,利刃,砍,直刺
睡,睡着,入睡,睡覺,睡觉,上床,醒,睡眠,安睡,躺,睡熟
本來,其實,應該,原本,當初,雖然,後來,畢竟,還是,剛好,沒有
本来,其实,因为,以为,应该,觉得,只不过,毕竟,看来,不过,这个
两种,三种,两类,分为,几种,三类,四种,几类,常见,多种多样,五种
兩種,幾種,種,這種,兩個,兩類,分別,兩,同樣,這樣,差別
有效,行之有效,高效,有力,有助于,有效性,可行,更好,妥善,限度,切实
尤其,尤为,而且,因此,非常,再者,更是,此外,例如,所以,十分
选,选择,中选,挑选,选定,选中,选出,择,对了,选取,应选
選,選擇,選定,挑選,選出,選用,選中,首選,揀,選取,選項
一边,边,边上,旁边,低声,连忙,使劲,后边,这边,赶忙,那边
一邊,邊,自個,顧不得,一會,只顧,使勁,上邊,不一會兒,邊上,怒氣衝衝
用戶,戶,用户,客戶,賬戶,使用者,賬號,帳戶,服務器,消費者,手機
用户,客户,用戶,消费者,顾客,使用者,终端,网民,产品,帐户,账户
科,各科,文科,科长,百,該科,百科,科目,基,科室,學科
方案,可行,解决,可行性,措施,方法,行之有效,折衷,策略,制定,实施
进攻,進攻,反击,防守,攻击,偷袭,阻击,攻势,进犯,反扑,猛攻
進攻,进攻,攻勢,攻擊,防守,反擊,防禦,進兵,突襲,猛攻,傳球
常委会,政协,常委會,人代会,杨景宇,常委,办公厅,审议,常务,人大,纪委
常委會,常委会,政協,喬曉陽,紀委,全會,檢察院,李鐵映,常委,彭清華,李鴻忠
机械,机电,电气,工业,设备,机械厂,自动化,纺织,农机,液压,农业
機械,機器,機器人,械,齒輪,机械,自動化,電機,機械化,工業,鋼鐵
关,关上,过关,关口,过不去,闯,严,大关,开,关隘,斩
關,有關,相關,關於,與,關聯,無關,對應,當,對於,過關
化,化成,化为,网络化,智能化,碎片,系统化,商品化,具体化,劣,腐朽
浜,濱,岘,滨,涟,芦,鲇,鲈,浦,冢,鳗
参与,参加,參與,参预,积极,协助,进行,负责,牵头,担任,邀请
參與,參加,参与,擔任,發起,邀請,舉辦,進行,参加,籌辦,策劃
充分,充足,利用,必要,肯定,多方面,淋漓尽致,得到,得以,体现,有利于
罵,罵人,痛罵,辱罵,咒罵,欺負,骂,數落,指責,責罵,嫌棄
骂,痛骂,破口大骂,骂人,怒骂,咒骂,辱骂,叫骂,训斥,数落,责骂
从事,從事,供职,担任,专业,专注,开展,热衷于,潜心,涉足,创办
從事,从事,擔任,專職,任職,參與,專注,轉行,鑽研,投身,進行
儘管,雖然,不過,縱使,雖說,由於,然而,縱然,尽管,但,即便
尽管,虽然,事实上,不过,虽说,因为,实际上,诚然,由于,但是,但
特殊,特定,某些,特殊性,不同,奇特,特有,特別,独特,多重,重要
又称,俗称,通称,称为,称,称作,称之为,简称,称做,统称,俗稱
又稱,簡稱,稱作,俗稱,稱,全稱,又称,稱做,別稱,古稱,所謂
底,中旬,年底,下旬,上旬,年初,初,末,下半年,九月,上半年
一块,块,一块儿,这块,整块,大块,每块,那儿,两块,这儿,石头
手段,手法,方式,方法,措施,行之有效,目的,途径,伎俩,卑鄙,招数
生命,垂危,性命,人生,生命力,珍惜,周期,生物,真理,危及,信仰
銆,鐩,鏉,瀹,艿,涓,缇,锛,蛏,鍦,陈难先
便是,就是,乃是,正是,便,是,就,不外乎,而,更是,其次
体育,竞技,篮球,场馆,田径,赛事,體育,娱乐,足球,文体,体委
體育,体育,體育運動,特長生,籃球,運動,競技,美術,比賽,賽事,新聞
院,院中,院里,院內,分院,院内,该院,校,上院,院門,參議
含,含有,包含,内含,富含,內含,附,除外,以上,包括,下同
居民,市民,住户,村民,居住,民众,本地人,人口,百姓,老百姓,常住
洞,大洞,洞口,岩洞,洞穴,山洞,溶洞,水洞,窟窿,地洞,蝙蝠
生長,成長,種植,生长,發芽,栽種,發育,養分,長成,長大,枝條
生长,发育,生長,成长,发芽,长成,长大,发展,种植,滋长,开花
內部,内部,外部,結構,內,組織,內外,外頭,細節,高層,外觀
内部,內部,外部,结构,内外,高层,对内,上层,管理层,对外,之间
机,机上,无人,机型,机主,机要,该机,机器,设备,机头,机种
機,機上,機型,手機,機種,飛機,廠,有機,機身,机上,車
立即,立刻,即刻,迅即,马上,随即,便,急忙,迅速,火速,旋即
简单,简便,简洁,简易,复杂,单纯,简略,繁琐,簡單,这样,轻松
簡單,簡便,簡易,單純,輕鬆,簡潔,简单,複雜,這樣,樸素,簡略
一片,片,白茫茫,漆黑,一片片,茫茫,寂静,茫然,顿时,黑漆漆,大好
数量,数目,总数,总量,數量,人数,个数,锐减,种类,数,规模
數量,數目,人數,数量,總數,產量,總量,減少,可觀,數,種類
有时,有时候,时常,经常,偶尔,有時,总是,常常,会,时会,也许
有時,有時候,偶爾,時會,有时,經常,時常,會,常常,總是,或許
开展,实施,推进,进行,举办,活动,推动,组织,展开,促进,积极
開展,展開,進行,擴展,推動,开展,開始,擴大,落實,發展,促進
色,五色,一色,黄色,颜色,顏色,紫色,黑白,土色,褐,黑红
阿,哈,耶,哇,伊,恩,尼,巴,阿拉,哥,爾巴
装,装有,裝,安装,装入,装饰,铺,装扮,加装,软,套装
裝,套裝,包裝,装,安裝,換上,裝入,裝滿,裝備,換裝,裝機
文学,诗歌,文学史,小说,文坛,艺术,文學,哲学,戏剧,作家,散文
文學,文學史,文学,詩歌,小說,詩人,文藝,詩,語文,文壇,藝術
理,不理,此理,食料,理科,有理,當然,文,搭理,管,政
进来,进去,过来,进屋,回来,進來,进,上来,进门,出来,進去
進來,進去,過來,進門,进来,上來,回來,開門,這邊,外頭,門口
决议,表决,决议案,议案,決議,安理会,审议,会议,理事会,董事会,大会
決議,决议,決議案,議案,會議,表決,否決,決定,審議,董事會,召開
显示,显现,顯示,报告,统计,结果,调查,数据,说明,呈现,展现
顯示,显示,呈現,數據,報告,顯現,統計,顯,調查,結果,根據
属于,屬於,属,认为,归于,应该,作为,归入,拥有,还是,同属
屬於,屬,属于,處於,擁有,擁,應該,認定,帶有,並非,為
駐,驻,派駐,駐守,總領事,常駐,駐地,駐外,駐紮,進駐,辦事處
驻,派驻,驻华,駐,常驻,驻外,驻扎,驻京,驻守,驻地,办事处
也許,或許,的確,興許,畢竟,總之,說不定,覺得,或者說,其實,那麼
也许,或许,兴许,因为,其实,这样,当然,的确,或者说,说不定,确实
产,出产,年产,生产,产于,主产,销,产量,产地,產,卖
產,生產,產出,產量,誕,產銷,出產,養,产,年產,廠
中國共產黨,十屆,十二大,吳邦國,八届,候補委員,遵義會議,周恩來,譚震林,毛澤東,邓小平
气候,氣候,天气,气温,干旱,环境,季节,炎热,干热,纬度,温差
氣候,气候,天氣,溼熱,氣溫,季風性,溫差,環境,炎熱,乾熱,嚴寒
一只,两只,几只,三只,一双,小狗,母鸡,小鸡,黄鼠狼,猫,野猫
一隻,多隻,幾隻,兩隻,海蔘,出欄,萬尾,繮繩,沙魚,猴頭,桂魚
鋪,鋪上,鋪設,鋪蓋,墊,地鋪,上鋪,鋪平,層,沙發,铺
铺,铺上,地铺,铺设,沟,摊,石桥,上铺,摊子,滩,铺子
來自,来自,源於,源自,於,則,來源,傳來,從,位於,出自
来自,來自,来源于,源于,源自,来源,位于,从,同样,还有,出自
領,領軍,領到,领,帶領,領先,首領,領導,搶,領袖,繳
领,领取,领到,領,发放,涨,统领,带领,抢,丢,进
还要,还,应该,必须,还有,当然,时候,起码,这么,这样,要
還要,還,還有,不僅,這麼,並且,難道,這樣,還是,應該,必須
相信,深信,知道,想必,肯定,希望,很多,深信不疑,必定,都,看到
确定,选定,确认,决定,确立,明确,根据,拟定,依据,断定,认定
確定,確認,確實,確切,曉得,確立,決定,無法,沒,認定,將
投入,投身,投放,付出,投向,建成,使用,加大,涉足,交付,引入
一面,面,三面,一方面,当着,另一方面,面上,四面,两面,她,既
普通,普普通通,一般,平常,平凡,特殊,大多数,绝大多数,其他,小型,高等
看着,想着,眼睁睁,看见,指着,觉得,注视,一脸,目不转睛,扭头,只见
块,一块,这块,大块,整块,每块,塊,个,石头,两块,这
塊,幾塊,兩塊,這塊,块,個,石頭,整塊,顆,大塊,幾片
公元,公元前,二年,六年,隋开皇,四年,七年,年,九年,建于,世纪
怎,麼,怎麼,怎么,如何,到底,什,嚜,甚,那,呢
去年,前年,今年,年初,上月,年底,不久前,上周,去年底,中旬,前不久
文章,篇,短文,篇篇,多篇,此文,文中,散文,刊登,本文,作者
封,封信,回信,信件,信,信函,一封,寄,收到,写给,封口
手中,手里,手上,手裏,握有,交到,握,落入,在手,掌握,落到
心理,生理,心理学,心理學,情感,精神病,心理学家,身心,病理,疾病,健康
談,談論,講,談談,談到,撇開,談及,談起,說,探討,聽
谈,谈谈,谈论,谈起,谈到,谈及,讲,说,探讨,讲讲,细说
諸,諸多,類,許多,許,種種,這些,諸如,無數,當,這般
诸,诸多,众,各个,众多,诸位,诸城,诸子,诸国,世间,国
覺,覺得,感覺,讓,有點,其實,發覺,確實,應該,曉得,還好
觉,觉着,醒来,觉得,感觉,顿觉,发觉,睡觉,不觉,睡,转念
团,团团,一团,团里,团员,团长,该团,團,分团,队,兵团
團,團長,團員,團團,团,集團,隊,團裏,該團,軍團,團體
女儿,儿子,母亲,孙女,小儿子,闺女,父亲,外孙,儿媳妇,儿媳,妈妈
女兒,兒子,母親,小女兒,父親,孫女,媽媽,大兒子,兒女,媳婦,女儿
封建,封建主义,封建制,宗法,专制,半封建,帝制,儒家,封建主,资产阶级,官僚
图片,视频,图像,头像,图画,图,资料,圖片,张,海报,插图
圖片,圖像,圖,來源,畫面,图片,圖案,劇照,照片,標記,插圖
创造,缔造,創造,开创,营造,创造者,创出,创,发明,实现,展现
創造,締造,開創,创造,創出,建構,營造,帶來,賦予,展現,帶給
肉,肉食,肥肉,牛肉,羊肉,猪肉,食肉,狗肉,青菜,吃,豬肉
期,三期,一期,第,本期,二期,同期,期內,年,下期,期間
总统,總統,奥巴马,总理,克林顿,大选,白宫,国会,宪法,布什,罗斯福
總統,总统,陳水扁,總理,白宮,獨裁者,總統府,選舉,國會,大選,國防部
岛,岛上,小岛,岛屿,海岛,群岛,大岛,本岛,荒岛,岛国,海滩
島,島嶼,島上,小島,岛,全島,大島,濱,海島,島內,灣
促进,推动,增进,有利于,加强,促進,发展,推进,有助于,带动,进一步
促進,增進,促进,推動,有助於,加強,發展,帶動,強化,幫助,利於
大型,小型,中型,大中型,中小型,巨型,大大小小,多家,重型,各,知名
带来,带给,帶來,给,产生,极大,造成,无疑,迎来,影响,势必
帶來,帶給,带来,產生,給,創造,極大,引發,影響,带给,充滿
代,世代,五代,第一,第二,第三,第四,两代,第五,一代,年青
短,长,短小,窄,短短,短促,长短,缩短,長短,短期,过长
旧,旧有,新旧,旧式,陈旧,旧日,旧时,破旧,舊,废弃,传统
舊,依舊,舊時,還,現,旧,則,卻,舊日,舊有,還是
嘴,嘴巴,脣,嘴唇,嘟,嘴里,唇,嘴角,鹃,口,咀
挂,掛,悬挂,开,墙上,悬,领袖像,钩,拦,吊,搁
掛,挂,懸掛,懸,貼,擺,嘴邊,綁,鑲,加裝,上頭
留,不留,留有,留下,留在,留出,保留,留存,留住,留给,回去
教师,学生,中小学,教学,老师,教职工,学校,教员,课堂,师生,中学
教師,老師,學生,教員,學校,教师,校長,教職員,導師,代課,師生
民,民和,小民,百姓,教民,安民,为民,國民,新民,人民,官
竟然,居然,竟,想到,竟是,想不到,赫然,果然,突然,真是,果真
較大,较大,較,極大,很大,明顯,不小,較差,差異,相對,影響
较大,较,很大,不小,較大,极大,显著,明显,差异,不大,极小
看來,來看,顯然,的確,其實,雖說,畢竟,確實,雖然,不過,這樣
看来,的确,认为,不过,其实,显然,确实,虽然,毕竟,虽说,毫无疑问
若干,年后,一些,上述,若干个,数个,如下,不同,各,许多,一系列
反映,揭示,体现,表明,表露,體現,看出,流露,揭露,促使,了解
每个,各个,个,这些,每,每种,这个,单个,个个,大多数,某个
每個,個個,個,每个,一樣,兩個,每,總是,這個,那個,雖然
每天,每日,每周,每,每次,整天,早晚,天天,都,早上,每人
敌,战胜,敌人,击败,强敌,负于,敌军,敌手,击退,劲敌,对手
敵,敵人,對手,擊敗,敵軍,戰勝,敌,強敵,擊退,對敵,遠處
食品,食物,粮油,肉制品,农产品,药品,肉类,蔬菜,保健,零食,添加剂
坐在,趴在,端坐,坐,坐下,蹲坐,躺,看到,放在,留在,回到
文明,文明史,文化,古国,道德,法治,古國,古文化,城市,精神,五千年
京,沪,京城,上京,北京,浙,津,京西,京都,冀,粤
相当,极为,极其,颇为,非常,较为,比较,十分,很,甚为,最为
相當,頗,相当,極大,十分,較,確實,非常,頗具,顯得,相對
詩,詩人,詩歌,詩句,詩集,詩篇,詩作,詩詞,長詩,诗,文學
诗,诗歌,诗作,古诗,诗句,诗人,诗篇,诗集,诗文,写诗,绝句
变成,变为,成为,摇身一变,沦为,换成,当成,化为,变得,變成,转为
變成,變,當成,換成,变成,變得,將,讓,當作,轉變,本來
資金,投資,融資,經費,资金,資本,款項,流動資金,籌集,流動性,財力
资金,经费,資金,资本,筹集,投资,款项,财力,融资,财政,贷款
放在,放到,置于,放置,把,放入,擺在,摆在,置於,放进,留在
毫米,厘米,英寸,降雨量,釐米,微米,降水量,雨量,英尺,厚度,公斤
中間,旁邊,兩邊,左邊,右邊,正中間,兩側,兩個,右側,後面,間
中间,左边,旁边,右边,之间,后边,两,前边,后面,边上,里边
夫人,太太,公爵,夫人道,小姐,王后,妻子,侯爵,公子,女士,伯爵
愿,愿意,宁愿,宁可,情愿,甘愿,不肯,乐意,願,从不,肯
願,願意,寧願,情願,樂意,愿,勉強,寧可,讓,堅決,無意
墓,墓葬,墓地,古墓,陵墓,墓穴,墓碑,墓道,墓室,坟墓,皇陵
相对,较,比较,较为,相当,更为,显得,趋于,来说,来讲,则
相對,較,相當,對於,同樣,於,相对,與,雖然,比較,來說
世,三世,一世,四世,五世,二世,二,查理,腓力,威廉,班禅
大陆,台湾,大陸,内地,中国,陸,中國,香港,国内,欧洲,台湾人
大陸,陸,中國,大陆,內地,中國臺灣,臺灣,内地,港澳,港澳臺,歐洲
职权,权力,职能,職權,职务,职责,任免权,监督权,立法权,滥用,权限
職權,權力,職務,职权,職責,特權,職能,權限,立法權,實權,執法權
西方,西方人,东西方,近代,英美,東方,外国,古代,北方,东方,中外
不再,不必,不,再,仍然,只,不用,就,也,依然,便
第一次,接触,接觸,那里,那时,学到,结识,从小,亲密,那会儿,他
举,举起,舉,举动,举出,此举,例子,举措,高举,举例,无疑
殿,大殿,正殿,殿内,神殿,前殿,寺,殿后,太和殿,神像,殿後
舉,動,举,並舉,舉出,舉起,無疑,將,舉動,時,舉行
导致,因为,造成,致使,導致,由于,引发,从而,出现,引致,进而
導致,导致,由於,引發,致使,造成,引致,產生,進而,卻,連帶
帮,帮忙,帮助,帮帮,让,给,幫,帮手,问问,帮主,出钱
幫,幫忙,讓,幫助,給,幫幫,們,順便,問問,還,帮
抓,抓住,捉,抓起,捉住,抓好,逮,狠抓,狠,捕,咬
换,更换,换成,换上,改换,替换,买,換,互换,换来,卖
換,換成,更換,換上,換下,替換,换,換來,變,更换,換裝
件,事,事情,三件,这件,两件,一件,几件,套,兩件,幾件
对方,双方,對方,别人,敌方,对手,他们,当事人,敌人,当面,异性
對方,对方,雙方,別人,對手,敵方,誰,當事人,們,這時候,當場
应当,应,应该,必须,理应,原则上,同时,尽可能,须,适当,认为
應當,應該,應,須,必須,確實,理應,那麼,顯然,們,夠
求,求得,只求,跪,所求,懇,求教,乞求,求解,哀求,寻求
討論,探討,爭論,談論,議題,話題,熱烈,會議,研討,辯論,議論
讨论,探讨,议题,争论,商讨,研讨,讨论会,话题,开会,发言,谈论
即使,即便,就算,但是,但,然而,而且,如果,可是,所以,因此
脚,双脚,一脚,右脚,脚趾,腳,脚下,左脚,脚底,脚尖,双腿
腳,雙腳,右腳,脚,腳下,腳趾,手腳,雙手,長腳,左腳,腳底
金融,金融业,银行业,信贷,金融業,银行,互联网,房地产,股市,证券,经济
愛國,爱国,愛國主義,祖國,熱血,救國,義士,情懷,愛國者,忠誠,瘋狂
爱国,愛國,愛國主義,主义,庞丽娜,汉奸,民族主义,祖国,团结,卖国,忧国忧民
證明,证明,證實,印證,佐證,確實,證據,認定,證,事實,驗證
证明,事实,佐证,證明,印证,证实,证据,验证,说明,确实,结论
制造,製造,生产,制造业,研发,装配,制造厂,研制,工厂,铸造,制造商
製造,制造,生產,研發,創造,造,鑄造,組裝,研製,製造廠,製成
构成,组成,構成,产生,构筑,构建,影响,形成,总称,威胁,属于
構成,組成,构成,構,產生,涵蓋,結構,影響,屬於,謂,威脅
老师,同学,教师,上课,讲课,学生,家长,导师,校长,班主任,代课
老師,教師,同學,師,代課,導師,學生,上課,名師,學校,課堂
担任,出任,擔任,兼任,历任,聘为,调任,任,聘请,后任,升任
擔任,出任,担任,兼任,任職,擔當,充當,擔,參與,任,擔綱
房,房子,上房,新房,房基,平房,屋子,住房,套房,房屋,商品房
区域,区,地区,区域性,區域,区内,商业区,分区,周边,面积,地带
區域,地區,區內,區,区域,範圍,地帶,該區,邊界,周圍,領域
一座,座,两座,兩座,一幢,幾座,整座,矗立,箭樓,幢,建筑物
殑,诤,衆生,娑,如来,菩萨,踊躍,诳,旃,众生,誑
院長,院长,庭長,學院,校長,醫院,醫師,醫學院,董事長,醫生,檢察長
院长,校长,院長,学院,庭长,董事长,医院,总经理,该院,李为民,书记
計算機,電腦,計算器,计算机,微機,數學,編程,軟件,科學,电脑,硬盤
计算机,电脑,软件,微机,計算機,科学,数学,電腦,微处理器,编程,局域网
家裏,家里,家中,屋裏,房裏,客廳,親戚,身邊,店裏,那兒,炕頭
家里,家中,在家,家里人,家裏,她家,屋里,亲戚,我家,咱家,家人
錯誤,正確,错误,誤導,失誤,出錯,誤,謬誤,誤解,糾正,錯
错误,正确,失误,錯誤,错,出错,谬误,有误,纠正,误解,弄错
曾經,現在,小時候,過去,從前,當年,那時,記得,的確,回憶,當初
曾经,过,曾,从未,当初,当时,从来,因为,现在,当年,经常
宫,宫中,宫里,后宫,宫殿,皇宫,寝宫,宮,清宫,行宫,东宫
宮,宮內,宮裏,齋宮,宫,宮殿,子宮,廟,陰,清宮,宮中
云,云中,雲,云头,雾,百度,彩云,鹤,计算,云朵,筋斗
雲,雲朵,云,雲霧,雲中,白雲,鳳,風,紗,陽,霧
食,吃,食物,煮,主食,肉食,膳,啃,餐,吃食,武昌魚
錯,不錯,極好,怎麼樣,滿意,還好,喜歡,這樣,正確,沒什麼,不對
错,说错,错误,弄错,不对,对了,认错,对不起,原谅,正确,无所谓
牛,小牛,牛肉,羊,水牛,牦牛,猪,魔王,牲口,犊,山羊
拜,再拜,赐,跪拜,朝拜,賜,仁,託,拜师,跪,早年
保障,安全,保证,健全,完善,确保,可靠,充足,權益,有力,投保
飯,飯店,吃飯,米飯,稀飯,早飯,湯,飯後,晚飯,飯鋪,飯菜
饭,米饭,吃饭,晚饭,午饭,早饭,饱,饭菜,稀饭,顿,饭后
推,薦,大力,往前,推上,向前,用力,拽,推動,推出,推行
创作,绘画,写作,創作,构思,艺术家,剧本,作品,艺术,诗歌,文学
創作,创作,繪畫,藝術,原創,音樂,寫作,靈感,構思,風格,創
強調,强调,針對,凸顯,說,主張,標榜,呼籲,堅持,談到,倡導
强调,着重,強調,谈到,说,侧重,指出,体现,认为,明确,重视
连续,連續,接连,累计,间断,一连,两,持续,连续不断,蝉联,期间
連續,连续,接連,持續,連,間斷,個,數個,蟬聯,總共,兩個
状,狀,样子,形状,模样,片状,柱状,态,球状,环状,只见
狀,形狀,状,狀態,片狀,樣子,模樣,這種,細長,頂端,球狀
运输,货运,运输业,运送,货物,海运,運輸,装卸,航运,运输量,仓储
運輸,运输,運送,貨運,鐵路,航運,陸路,運輸業,補給,貨車,倉儲
复,终,启,设,预,拟,临,废,恢复,义,屡
復,恢復,修復,恢,重現,調,檢,日復一日,復古,視,光復
看看,瞧瞧,看吧,一下,想想,不妨,吧,看,去,走走,呢
句,话,名言,半句,一句,句子,老话,句句,空话,俗语,老話
分鐘,小時,分钟,秒鐘,鐘頭,約,幾,片長,車程,鐘,一分鐘
分钟,小时,秒钟,一分钟,分鐘,钟头,大约,时间,车程,约,钟
主张,主張,倡导,提倡,认为,观点,强调,反对,赞成,坚持,一贯
主張,主张,強調,論點,反對,倡導,觀點,宣稱,理論,論述,堅持
商业,商業,商业性,银行,企业,商务,地产,广告,市场,餐饮,银行业
商業,商业,經濟,工業,金融業,商業化,商貿,銀行,企業,市場,廣告
高速,公路,低速,武麻,福银,快速,绕城,公路网,铁路,国道,速度
真的,真是,很,果真,真,想,我,不是,好像,恐怕,知道
克,千克,毫升,斤,公斤,毫克,克拉,斯,匹,米,盎司
救,拯救,解救,搭救,救出,相救,救人,救活,有救,挽救,得救
只能,只好,只,只是,不能,基本上,只有,只得,每次,能,就是
天下,天下人,四海,群雄,天下事,江湖,王者,江山,普天之下,太平,古今
貿易,贸易,經貿,商貿,順差,貿易區,轉口,關稅,貿,進出口,航運
贸易,商贸,貿易,进出口,经贸,外贸,贸易区,经济,关税,贸,贸易额
不得,擅自,严禁,不准,不许,原则上,私自,一律,不能,允许,禁止
境內,境内,全境,西南部,地區,邊境,西北部,東南部,境外,山區,當局
境内,境內,东南部,东北部,全境,境外,县境,西北部,西南部,边境,东部
楼,楼上,栋,二楼,楼下,楼前,大楼,层,小楼,一楼,楼顶
樓,樓上,大樓,樓頂,棟,廈,樓下,樓梯,層,二樓,樓前
体制,制度,體制,改革,体系,专制,机制,政体,市场化,集权,宪政
體制,體系,体制,專制,架構,政體,制度,集權,獨裁,意識形態,憲政
勝,籌,敗,負,胜,戰績,連勝,場,戰,勝利,大勝
胜,畴,大胜,连胜,败,全胜,勝,负,一筹,筹,殊
因而,因此,故而,而,故,所以,使得,也,以致,使,且
例如,比如,譬如,如,此外,以及,另外,等等,包括,再者,因此
具,更具,具有,不具,颇具,极富,颇,富有,最,頗具,代表性
財政,財務,财政,稅收,經濟,財政部,稅務,內政,開支,賦稅,稅制
财政,税收,財政,财政部,经费,财务,财税,资金,经济,预算,国库
肯定,也,相信,得到,必定,一定,恐怕,都,可能,必然,想必
成績,績,佳績,成绩,表現,戰績,優異,學業,名次,總成績,分數
成绩,成績,战绩,优异,分数,考试,总分,佳绩,总成绩,业绩,学业
一件,两件,件,这件,几件,兩件,三件,幾件,毛衣,衣服,事
音乐,乐曲,声乐,音乐家,艺术,音乐会,音响,器乐,交响乐,乐器,专辑
音樂,樂曲,音乐,藝術,音樂會,搖滾,錄音,創作,音響,樂器,專輯
建成,落成,竣工,完工,修建,建起,改建,兴建,建造,动工,建有
斗,一斗,地主,鬥,你死我活,箕,草,小便,北斗,坑,鱼
鬥,格鬥,斗,打鬥,拳擊,決鬥,勝負,決戰,對決,較量,無雙
回去,回家,回来,出去,往回,回來,去,再,想,打算,上去
层,几层,多层,三层,单层,一层,两层,二层,双层,底层,層
層,兩層,上層,下層,底層,幾層,層次,中層,樓,层,三層
难道,吗,为什么,么,这么,干吗,你们,为啥,这样,试问,谁
難道,嗎,何況,豈,那麼,況且,這樣,難怪,這麼,幹嗎,應該
接着,然后,紧接着,随后,之后,而后,随即,继而,先是,然後,于是
集,第,季,卷,播出,一体,一身,辑,册,播放,章
著,着,伴隨,意味,隨,圍繞,一直,帶,充斥,仍然,有
片,一片,大片,影片,成片,一片片,片子,兩片,片中,白茫茫,幾片
正确,错误,恰当,准确,正確,判断,合适,怎样,引导,应该,这样
正確,錯誤,確,正确,準確,恰當,適當,判斷,精確,錯,確切
现代化,现代,工业化,現代化,建设,国际化,科学化,先进,专业化,网络化,综合性
現代化,现代化,現代,先進,嶄新,工業化,國際化,新穎,陳舊,建設,網絡化
石首市,松滋市,安陆市,荆门市,天门市,仙桃市,钟祥市,大冶市,当阳市,广水市,枝江市
奔,直奔,飞奔,狂奔,冲向,扑,追,飛奔,赶往,奔赴,往
以为,本来,觉得,认为,其实,看来,说,也许,原来,因为,误
以爲,因爲,認爲,爲,爲啥,爲何,爲此,懷疑,爲難,卻說,對得起
章,节,第,本章,第五,第四,第六,第八,第七,第十,何谓
处于,处在,處於,身处,居于,状态,陷于,處在,阶段,始终,仍旧
處於,處在,处于,处在,屬於,狀態,陷於,面臨,位於,身處,進入
大臣,重臣,首相,王公,内阁,内政,朝臣,朝廷,钦差,群臣,宰相
屆,届,十屆,舉辦,六屆,首屆,榮獲,舉行,歷屆,本屆,兩屆
届,屆,十届,本届,首届,八届,举办,历届,举行,六届,上届
高度,海拔,具有,程度,的,十分,前所未有,空前,引起,给予,重视
复杂,错综复杂,繁杂,繁复,複雜,多变,简单,复杂化,繁琐,复杂性,多样
複雜,复杂,繁複,繁雜,錯綜複雜,精細,簡單,困難,繁瑣,結構,艱難
社区,居委会,小区,东街,家园,花园,林场,村委会,陈家湖,区,居民区
社區,街區,小區,校園,社會,住戶,鄰居,大學,家園,學校,鄉鎮
木,竹,木材,木质,木制,杉木,木头,婉,土,竹子,楠木
身子,身躯,身体,身形,下身,脊背,蹲下,挺直,瘦弱,床沿,身體
回到,重回,返回,留在,重返,送回,来到,离开,前往,回,赶回
媒体,报道,媒體,新闻,舆论,传媒,网络,报纸,报刊,新闻界,公关
媒體,傳媒,媒体,媒,輿論,電視,報紙,新聞,新聞界,多媒體,報道
俄罗斯,乌克兰,俄国,俄羅斯,圣彼得堡,白俄罗斯,哈萨克斯坦,苏联,俄联邦,独联体,莫斯科
俄羅斯,俄國,俄罗斯,羅斯,蘇聯,聖彼得堡,俄羅斯聯邦,俄国,白俄羅斯,烏克蘭,莫斯科
怪,搞,怪物,奇怪,鬼,丑,古怪,奇,怪人,咯,野
地面,地上,路面,空中,地表,地板,地下,地底,水面,泥土,高空
分子,原子,右派,反革命,左派,革命者,恐怖,高分子,暴徒,罪犯,知识
总是,时常,有时候,总能,经常,却,时候,有时,始终,会,从不
意思,字面,原意,含意,本意,含义,意,啥,什么,指,用意
總是,時常,經常,總能,還是,時候,始終,卻,有時候,從來,卻是
江,大江,河,三江,清江,洪,江水,江中,姚,溪,浙
东北,华北,西北,西南,东三省,東北,东南,沈阳,辽宁,哈尔滨,辽宁省
東北,东北,東南,西北,華北,關東,西南,山東,遼寧,黑龍江,東
銷售,銷量,銷售量,銷,經銷,銷售額,產品,營銷,销售,暢銷,生產
销售,销售额,经销,产品,销量,销售量,营销,生产,经销商,业务员,研发
弟子,大法,徒弟,师父,学员,修炼,心性,迫害,佛法,门派,僧人
